customerID,churn_probability,risk_level,model_used
0402-OAMEN,0.0075,Low,Logistic Regression
6933-VLYFX,0.2544,Low,Logistic Regression
6754-WKSHP,0.0803,Low,Logistic Regression
9846-GKXAS,0.8364,High,Logistic Regression
6017-PPLPX,0.7368,High,Logistic Regression
4976-LNFVV,0.6097,Medium,Logistic Regression
5055-MGMGF,0.6247,Medium,Logistic Regression
4641-FROLU,0.0342,Low,Logistic Regression
2862-JVEOY,0.205,Low,Logistic Regression
2969-QWUBZ,0.8083,High,Logistic Regression
9822-BIIGN,0.1864,Low,Logistic Regression
2077-MPJQO,0.8868,High,Logistic Regression
1534-OULXE,0.0519,Low,Logistic Regression
7136-RVDTZ,0.2547,Low,Logistic Regression
2971-SGAFL,0.7196,High,Logistic Regression
1480-IVEVR,0.5028,Medium,Logistic Regression
2905-KFQUV,0.8006,High,Logistic Regression
4581-SSPWD,0.8774,High,Logistic Regression
3370-HXOPH,0.8354,High,Logistic Regression
9391-YZEJW,0.4422,Medium,Logistic Regression
9958-MEKUC,0.0589,Low,Logistic Regression
0281-CNTZX,0.0144,Low,Logistic Regression
6927-WTFIV,0.6485,Medium,Logistic Regression
4118-CEVPF,0.4723,Medium,Logistic Regression
3398-ZOUAA,0.8043,High,Logistic Regression
9114-VEPUF,0.2801,Low,Logistic Regression
7876-BEUTG,0.612,Medium,Logistic Regression
2338-BQEZT,0.1495,Low,Logistic Regression
9873-MNDKV,0.5809,Medium,Logistic Regression
0378-NHQXU,0.7819,High,Logistic Regression
8241-JUIQO,0.0227,Low,Logistic Regression
2194-IIQOF,0.0345,Low,Logistic Regression
4512-ZUIYL,0.7412,High,Logistic Regression
9631-RXVJM,0.0352,Low,Logistic Regression
9584-EXCDZ,0.6338,Medium,Logistic Regression
7969-AULMZ,0.8732,High,Logistic Regression
5093-FEGLU,0.0199,Low,Logistic Regression
2621-UDNLU,0.3616,Low,Logistic Regression
7526-IVLYU,0.4556,Medium,Logistic Regression
2428-HYUNX,0.0375,Low,Logistic Regression
9214-EKVXR,0.6737,Medium,Logistic Regression
3410-MHHUM,0.4273,Medium,Logistic Regression
0568-ONFPC,0.4182,Medium,Logistic Regression
0733-VUNUW,0.4185,Medium,Logistic Regression
4550-EVXNY,0.8317,High,Logistic Regression
2122-YWVYA,0.7028,High,Logistic Regression
2968-SSGAA,0.9029,High,Logistic Regression
2296-DKZFP,0.026,Low,Logistic Regression
4844-JJWUY,0.8827,High,Logistic Regression
6777-TGHTM,0.4052,Medium,Logistic Regression
8909-BOLNL,0.214,Low,Logistic Regression
6603-YRDCJ,0.0593,Low,Logistic Regression
3538-WZPHD,0.7954,High,Logistic Regression
3229-USWAR,0.1921,Low,Logistic Regression
2138-VFAPZ,0.0876,Low,Logistic Regression
6131-JLWZM,0.3417,Low,Logistic Regression
4785-QRJHC,0.2711,Low,Logistic Regression
0269-XFESX,0.1144,Low,Logistic Regression
1709-EJDOX,0.0167,Low,Logistic Regression
4316-XCSLJ,0.3727,Low,Logistic Regression
8610-WFCJF,0.7373,High,Logistic Regression
9693-XMUOB,0.4921,Medium,Logistic Regression
0383-CLDDA,0.0523,Low,Logistic Regression
4905-JEFDW,0.6453,Medium,Logistic Regression
2709-UQGNP,0.4806,Medium,Logistic Regression
3549-ZTMNH,0.1182,Low,Logistic Regression
7881-INRLC,0.7071,High,Logistic Regression
8033-ATFAS,0.3456,Low,Logistic Regression
1635-NZATJ,0.0116,Low,Logistic Regression
0562-HKHML,0.0081,Low,Logistic Regression
8277-RVRSV,0.0733,Low,Logistic Regression
9943-VSZUV,0.4594,Medium,Logistic Regression
0117-LFRMW,0.2003,Low,Logistic Regression
6172-FECYY,0.6016,Medium,Logistic Regression
7054-ENNGU,0.474,Medium,Logistic Regression
1455-HFBXA,0.1139,Low,Logistic Regression
9402-CXWPL,0.3839,Low,Logistic Regression
1628-BIZYP,0.8734,High,Logistic Regression
1965-AKTSX,0.8439,High,Logistic Regression
0082-LDZUE,0.6785,Medium,Logistic Regression
4786-UKSNZ,0.3896,Low,Logistic Regression
5343-SGUBI,0.3347,Low,Logistic Regression
0856-NAOES,0.5912,Medium,Logistic Regression
1976-AZZPJ,0.5325,Medium,Logistic Regression
7248-VZQLC,0.5647,Medium,Logistic Regression
6156-UZDLF,0.2843,Low,Logistic Regression
3099-OONVS,0.2513,Low,Logistic Regression
9500-WBGRP,0.0118,Low,Logistic Regression
5183-KLYEM,0.1353,Low,Logistic Regression
5144-PQCDZ,0.4411,Medium,Logistic Regression
8514-VZHEB,0.0104,Low,Logistic Regression
6625-IUTTT,0.0285,Low,Logistic Regression
9355-NPPFS,0.817,High,Logistic Regression
0068-FIGTF,0.23,Low,Logistic Regression
5965-GGPRW,0.1134,Low,Logistic Regression
8035-PWSEV,0.8225,High,Logistic Regression
2236-HILPA,0.0084,Low,Logistic Regression
1840-BIUOG,0.43,Medium,Logistic Regression
1356-MKYSK,0.4671,Medium,Logistic Regression
6080-LNESI,0.0236,Low,Logistic Regression
1830-IPXVJ,0.009,Low,Logistic Regression
5828-DWPIL,0.4926,Medium,Logistic Regression
8398-TBIYD,0.0698,Low,Logistic Regression
0011-IGKFF,0.883,High,Logistic Regression
4192-GORJT,0.9002,High,Logistic Regression
6496-SLWHQ,0.9197,High,Logistic Regression
9912-GVSEQ,0.8337,High,Logistic Regression
2931-FSOHN,0.7064,High,Logistic Regression
9418-RUKPH,0.0333,Low,Logistic Regression
5383-MMTWC,0.9078,High,Logistic Regression
9971-ZWPBF,0.7615,High,Logistic Regression
4712-AUQZO,0.4493,Medium,Logistic Regression
9711-FJTBX,0.1661,Low,Logistic Regression
2908-ZTPNF,0.3252,Low,Logistic Regression
7240-ETPTR,0.851,High,Logistic Regression
2202-CUYXZ,0.8834,High,Logistic Regression
5995-OIGLP,0.3024,Low,Logistic Regression
8421-WZOOW,0.3864,Low,Logistic Regression
6261-RCVNS,0.0832,Low,Logistic Regression
7951-QKZPL,0.0528,Low,Logistic Regression
1414-YADCW,0.0363,Low,Logistic Regression
8756-RDDLT,0.1772,Low,Logistic Regression
2862-PFNIK,0.7973,High,Logistic Regression
5816-QVHRX,0.6128,Medium,Logistic Regression
4430-YHXGG,0.4312,Medium,Logistic Regression
6888-SBYAI,0.5683,Medium,Logistic Regression
7395-XWZOY,0.441,Medium,Logistic Regression
7169-YWAMK,0.0134,Low,Logistic Regression
3640-PHQXK,0.8063,High,Logistic Regression
6877-LGWXO,0.8129,High,Logistic Regression
6859-RKMZJ,0.6356,Medium,Logistic Regression
2729-VNVAP,0.0281,Low,Logistic Regression
2957-JIRMN,0.3914,Low,Logistic Regression
2049-BAFNW,0.6079,Medium,Logistic Regression
3842-QTGDL,0.52,Medium,Logistic Regression
7163-OCEQI,0.3716,Low,Logistic Regression
9782-LGXMC,0.0822,Low,Logistic Regression
5975-BAICR,0.1622,Low,Logistic Regression
8019-ENHXU,0.6765,Medium,Logistic Regression
5167-GBFRE,0.7707,High,Logistic Regression
9033-EOXWV,0.4148,Medium,Logistic Regression
4673-KKSLS,0.4305,Medium,Logistic Regression
4853-OITSN,0.8622,High,Logistic Regression
9800-OUIGR,0.0074,Low,Logistic Regression
1324-NLTJE,0.4575,Medium,Logistic Regression
2324-EFHVG,0.2616,Low,Logistic Regression
7094-MSZAO,0.3202,Low,Logistic Regression
1522-VVDMG,0.7638,High,Logistic Regression
6907-CQGPN,0.4151,Medium,Logistic Regression
0780-XNZFN,0.0128,Low,Logistic Regression
0239-OXEXL,0.3778,Low,Logistic Regression
2675-IJRGJ,0.0155,Low,Logistic Regression
7049-GKVZY,0.2021,Low,Logistic Regression
8577-QSOCG,0.033,Low,Logistic Regression
3721-CNZHX,0.1468,Low,Logistic Regression
0212-ISBBF,0.748,High,Logistic Regression
9185-TQCVP,0.8763,High,Logistic Regression
3585-YNADK,0.0983,Low,Logistic Regression
5271-DBYSJ,0.8272,High,Logistic Regression
1099-GODLO,0.1048,Low,Logistic Regression
6828-HMKWP,0.0659,Low,Logistic Regression
5567-WSELE,0.9358,High,Logistic Regression
1472-TNCWL,0.7346,High,Logistic Regression
8063-RJYNF,0.8187,High,Logistic Regression
0687-ZVTHB,0.0631,Low,Logistic Regression
2080-GKCWQ,0.7896,High,Logistic Regression
9661-ACXBS,0.7369,High,Logistic Regression
2193-SFWQW,0.0583,Low,Logistic Regression
5656-JAMLX,0.0108,Low,Logistic Regression
3462-BJQQA,0.8788,High,Logistic Regression
0442-TDYUO,0.0289,Low,Logistic Regression
6733-LRIZX,0.3892,Low,Logistic Regression
9503-XJUME,0.0257,Low,Logistic Regression
4367-NHWMM,0.7707,High,Logistic Regression
3727-RJMEO,0.9038,High,Logistic Regression
3779-OSWCF,0.0311,Low,Logistic Regression
6736-DHUQI,0.0825,Low,Logistic Regression
3915-ODIYG,0.1799,Low,Logistic Regression
1360-RCYRT,0.43,Medium,Logistic Regression
2724-FJDYW,0.2034,Low,Logistic Regression
4451-RWASJ,0.1623,Low,Logistic Regression
6646-VRFOL,0.7784,High,Logistic Regression
3460-TJBWI,0.058,Low,Logistic Regression
5917-HBSDW,0.135,Low,Logistic Regression
5685-IIXLY,0.8341,High,Logistic Regression
5671-UUNXD,0.5902,Medium,Logistic Regression
0956-ACVZC,0.4268,Medium,Logistic Regression
2325-NBPZG,0.7938,High,Logistic Regression
4250-ZBWLV,0.3391,Low,Logistic Regression
4482-FTFFX,0.5388,Medium,Logistic Regression
8859-DZTGQ,0.0372,Low,Logistic Regression
0440-MOGPM,0.3974,Low,Logistic Regression
0020-JDNXP,0.1665,Low,Logistic Regression
3752-CQSJI,0.2935,Low,Logistic Regression
5025-GOOKI,0.2744,Low,Logistic Regression
4698-KVLLG,0.0191,Low,Logistic Regression
5095-AESKG,0.8373,High,Logistic Regression
2887-JPYLU,0.1945,Low,Logistic Regression
4770-QAZXN,0.2642,Low,Logistic Regression
4896-CPRPF,0.0338,Low,Logistic Regression
1871-MOWRM,0.4934,Medium,Logistic Regression
9714-EDSUC,0.6731,Medium,Logistic Regression
2027-OAQQC,0.5182,Medium,Logistic Regression
0282-NVSJS,0.5919,Medium,Logistic Regression
9090-SGQXL,0.7088,High,Logistic Regression
6595-YGXIT,0.8422,High,Logistic Regression
7353-YOWFP,0.1868,Low,Logistic Regression
9835-ZIITK,0.4791,Medium,Logistic Regression
8008-ESFLK,0.2698,Low,Logistic Regression
7537-CBQUZ,0.5632,Medium,Logistic Regression
1555-DJEQW,0.107,Low,Logistic Regression
5649-TJHOV,0.5537,Medium,Logistic Regression
0519-XUZJU,0.7516,High,Logistic Regression
3363-EWLGO,0.3451,Low,Logistic Regression
4750-UKWJK,0.0723,Low,Logistic Regression
6338-AVWCY,0.7912,High,Logistic Regression
1689-YQBYY,0.8063,High,Logistic Regression
4487-ZYJZK,0.0462,Low,Logistic Regression
2959-FENLU,0.7983,High,Logistic Regression
0708-LGSMF,0.6755,Medium,Logistic Regression
9253-QXKBE,0.8778,High,Logistic Regression
7634-HLQJR,0.0159,Low,Logistic Regression
0487-RPVUM,0.3121,Low,Logistic Regression
4079-ULGFR,0.2519,Low,Logistic Regression
2516-XSJKX,0.0688,Low,Logistic Regression
0057-QBUQH,0.0486,Low,Logistic Regression
9445-SZLCH,0.6089,Medium,Logistic Regression
6599-SFQVE,0.7524,High,Logistic Regression
8331-ZXFOE,0.0657,Low,Logistic Regression
4003-FUSHP,0.4645,Medium,Logistic Regression
0356-ERHVT,0.5725,Medium,Logistic Regression
7325-ENZFI,0.1229,Low,Logistic Regression
4884-ZTHVF,0.8532,High,Logistic Regression
3920-HIHMQ,0.4509,Medium,Logistic Regression
3055-OYMSE,0.4623,Medium,Logistic Regression
0613-WUXUM,0.009,Low,Logistic Regression
7568-PODML,0.8449,High,Logistic Regression
4458-KVRBJ,0.0172,Low,Logistic Regression
5349-IECLD,0.8701,High,Logistic Regression
1397-XKKWR,0.3683,Low,Logistic Regression
3945-GFWQL,0.5994,Medium,Logistic Regression
8097-OMULG,0.0858,Low,Logistic Regression
6013-BHCAW,0.0763,Low,Logistic Regression
0401-WDBXM,0.1485,Low,Logistic Regression
3387-PLKUI,0.2391,Low,Logistic Regression
6096-EGVTU,0.0221,Low,Logistic Regression
3797-VTIDR,0.8402,High,Logistic Regression
5081-NWSUP,0.282,Low,Logistic Regression
2580-ATZSQ,0.0292,Low,Logistic Regression
8085-MSNLK,0.1226,Low,Logistic Regression
9691-HKOVS,0.1865,Low,Logistic Regression
9881-VCZEP,0.4958,Medium,Logistic Regression
9526-BIHHD,0.6205,Medium,Logistic Regression
8757-TFHHJ,0.5628,Medium,Logistic Regression
4523-WXCEF,0.633,Medium,Logistic Regression
1468-DEFNC,0.0175,Low,Logistic Regression
5119-KEPFY,0.7753,High,Logistic Regression
8364-TRMMK,0.6969,Medium,Logistic Regression
0916-KNFAJ,0.0681,Low,Logistic Regression
8319-QBEHW,0.3377,Low,Logistic Regression
3063-QFSZL,0.7809,High,Logistic Regression
8775-LHDJH,0.9054,High,Logistic Regression
9625-QNLUX,0.1214,Low,Logistic Regression
3097-NQYSN,0.884,High,Logistic Regression
4024-CSNBY,0.0672,Low,Logistic Regression
7110-BDTWG,0.0637,Low,Logistic Regression
7493-GVFIO,0.0132,Low,Logistic Regression
0690-SRQID,0.444,Medium,Logistic Regression
9605-WGJVW,0.8769,High,Logistic Regression
9114-DPSIA,0.0182,Low,Logistic Regression
4700-UBQMV,0.343,Low,Logistic Regression
7711-GQBZC,0.0079,Low,Logistic Regression
3565-UNOCC,0.8273,High,Logistic Regression
4627-MIHJH,0.1222,Low,Logistic Regression
9795-NREXC,0.0618,Low,Logistic Regression
8573-CGOCC,0.2444,Low,Logistic Regression
7356-AYNJP,0.3299,Low,Logistic Regression
9249-FXSCK,0.3193,Low,Logistic Regression
5493-SDRDQ,0.553,Medium,Logistic Regression
6286-SUUWT,0.3916,Low,Logistic Regression
4819-HJPIW,0.5505,Medium,Logistic Regression
8654-DHAOW,0.6037,Medium,Logistic Regression
5438-QMDDL,0.5458,Medium,Logistic Regression
9812-GHVRI,0.6245,Medium,Logistic Regression
5553-AOINX,0.4791,Medium,Logistic Regression
1228-ZLNBX,0.6841,Medium,Logistic Regression
4226-KKDON,0.6189,Medium,Logistic Regression
3831-YCPUO,0.0807,Low,Logistic Regression
7445-WMRBW,0.1654,Low,Logistic Regression
3308-DGHKL,0.0115,Low,Logistic Regression
9924-JPRMC,0.1776,Low,Logistic Regression
0080-EMYVY,0.2489,Low,Logistic Regression
6218-KNUBD,0.655,Medium,Logistic Regression
7337-CINUD,0.0783,Low,Logistic Regression
7609-NRNCA,0.1322,Low,Logistic Regression
0623-EJQEG,0.2326,Low,Logistic Regression
7153-CHRBV,0.0477,Low,Logistic Regression
0871-URUWO,0.8513,High,Logistic Regression
9190-MFJLN,0.8177,High,Logistic Regression
6198-PNNSZ,0.2969,Low,Logistic Regression
3317-VLGQT,0.8529,High,Logistic Regression
4132-POCZS,0.3703,Low,Logistic Regression
5614-DNZCE,0.0249,Low,Logistic Regression
1095-JUDTC,0.6654,Medium,Logistic Regression
3896-RCYYE,0.2561,Low,Logistic Regression
9638-JIQYA,0.7595,High,Logistic Regression
3258-SANFR,0.5778,Medium,Logistic Regression
3726-TBHQT,0.1157,Low,Logistic Regression
3190-ITQXP,0.0161,Low,Logistic Regression
0870-VEMYL,0.3584,Low,Logistic Regression
4833-QTJNO,0.2795,Low,Logistic Regression
3039-MJSLN,0.3061,Low,Logistic Regression
0178-CIIKR,0.364,Low,Logistic Regression
5385-SUIRI,0.7402,High,Logistic Regression
3982-XWFZQ,0.4563,Medium,Logistic Regression
5774-QPLTF,0.0409,Low,Logistic Regression
2322-VCZHZ,0.7425,High,Logistic Regression
5010-IPEAQ,0.0196,Low,Logistic Regression
4009-ALQFH,0.8093,High,Logistic Regression
6383-ZTSIW,0.3785,Low,Logistic Regression
8990-YOZLV,0.023,Low,Logistic Regression
3069-SSVSN,0.5284,Medium,Logistic Regression
5222-IMUKT,0.7469,High,Logistic Regression
3627-FCRDW,0.7687,High,Logistic Regression
7562-GSUHK,0.7217,High,Logistic Regression
6685-XSHHU,0.0129,Low,Logistic Regression
8901-UPRHR,0.1428,Low,Logistic Regression
4903-UYAVB,0.362,Low,Logistic Regression
0118-JPNOY,0.6487,Medium,Logistic Regression
6776-TLWOI,0.3726,Low,Logistic Regression
3845-FXCYS,0.5521,Medium,Logistic Regression
5857-XRECV,0.1754,Low,Logistic Regression
0725-CXOTM,0.2098,Low,Logistic Regression
4343-EJVQB,0.641,Medium,Logistic Regression
9000-PLFUZ,0.1246,Low,Logistic Regression
3427-GGZZI,0.8411,High,Logistic Regression
7779-ORAEL,0.0673,Low,Logistic Regression
0644-OQMDK,0.8684,High,Logistic Regression
4077-CROMM,0.7665,High,Logistic Regression
3154-CFSZG,0.4449,Medium,Logistic Regression
2868-MZAGQ,0.8928,High,Logistic Regression
4847-QNOKA,0.6553,Medium,Logistic Regression
2220-IAHLS,0.3758,Low,Logistic Regression
1658-XUHBX,0.5581,Medium,Logistic Regression
6379-RXJRQ,0.8274,High,Logistic Regression
2378-HTWFW,0.5873,Medium,Logistic Regression
8650-RHRKE,0.8072,High,Logistic Regression
4377-VDHYI,0.4275,Medium,Logistic Regression
0475-RIJEP,0.6745,Medium,Logistic Regression
1260-TTRXI,0.71,High,Logistic Regression
3719-TDVQB,0.0256,Low,Logistic Regression
6328-ZPBGN,0.8796,High,Logistic Regression
0201-MIBOL,0.2023,Low,Logistic Regression
4937-QPZPO,0.5139,Medium,Logistic Regression
2925-VDZHY,0.0284,Low,Logistic Regression
6981-TDRFT,0.3099,Low,Logistic Regression
3413-CSSTH,0.3609,Low,Logistic Regression
8033-VCZGH,0.5482,Medium,Logistic Regression
4789-KWMXN,0.382,Low,Logistic Regression
0224-NIJLP,0.083,Low,Logistic Regression
7542-CYDDM,0.2376,Low,Logistic Regression
4718-WXBGI,0.0361,Low,Logistic Regression
2867-UIMSS,0.8509,High,Logistic Regression
8495-PRWFH,0.4033,Medium,Logistic Regression
0439-IFYUN,0.7827,High,Logistic Regression
5716-LIBJC,0.66,Medium,Logistic Regression
2868-LLSKM,0.1545,Low,Logistic Regression
8111-RKSPX,0.8441,High,Logistic Regression
2988-QRAJY,0.173,Low,Logistic Regression
1585-MQSSU,0.3573,Low,Logistic Regression
0071-NDAFP,0.0508,Low,Logistic Regression
2856-NNASM,0.7247,High,Logistic Regression
7328-ZJAJO,0.0097,Low,Logistic Regression
6458-CYIDZ,0.7107,High,Logistic Regression
8559-CIZFV,0.1497,Low,Logistic Regression
1090-PYKCI,0.1495,Low,Logistic Regression
3058-WQDRE,0.6658,Medium,Logistic Regression
7547-EKNFS,0.6464,Medium,Logistic Regression
2279-AXJJK,0.5195,Medium,Logistic Regression
6769-DYBQN,0.5516,Medium,Logistic Regression
0909-SELIE,0.0437,Low,Logistic Regression
3417-TSCIC,0.3474,Low,Logistic Regression
1042-HFUCW,0.1546,Low,Logistic Regression
4439-JMPMT,0.7917,High,Logistic Regression
6537-OTKMY,0.5974,Medium,Logistic Regression
8999-EXMNO,0.0521,Low,Logistic Regression
6725-TPKJO,0.0236,Low,Logistic Regression
2446-BEGGB,0.9191,High,Logistic Regression
7162-WPHPM,0.0195,Low,Logistic Regression
1599-MMYRQ,0.125,Low,Logistic Regression
8821-KVZKQ,0.0997,Low,Logistic Regression
1496-GGSUK,0.7922,High,Logistic Regression
6434-TTGJP,0.1383,Low,Logistic Regression
0042-JVWOJ,0.1248,Low,Logistic Regression
0130-SXOUN,0.4157,Medium,Logistic Regression
2575-GFSOE,0.81,High,Logistic Regression
2330-PQGDQ,0.1779,Low,Logistic Regression
1452-UZOSF,0.0738,Low,Logistic Regression
2097-YVPKN,0.0131,Low,Logistic Regression
2842-JTCCU,0.5649,Medium,Logistic Regression
8597-CTXVJ,0.0265,Low,Logistic Regression
6631-HMANX,0.0655,Low,Logistic Regression
9962-BFPDU,0.3342,Low,Logistic Regression
3296-SILRA,0.8067,High,Logistic Regression
9681-OXGVC,0.9131,High,Logistic Regression
6394-HHHZM,0.3655,Low,Logistic Regression
5995-LFTLE,0.0233,Low,Logistic Regression
5180-UCIIQ,0.4656,Medium,Logistic Regression
1932-UEDCX,0.7878,High,Logistic Regression
7153-OANIO,0.8199,High,Logistic Regression
5188-HGMLP,0.4729,Medium,Logistic Regression
0665-XHDJU,0.306,Low,Logistic Regression
6521-YYTYI,0.915,High,Logistic Regression
8878-HMWBV,0.728,High,Logistic Regression
8265-HKSOW,0.0525,Low,Logistic Regression
3544-FBCAS,0.0482,Low,Logistic Regression
5331-RGMTT,0.716,High,Logistic Regression
4759-PXTAN,0.2262,Low,Logistic Regression
7054-DMVAS,0.0522,Low,Logistic Regression
3428-MMGUB,0.3007,Low,Logistic Regression
6549-BTYPG,0.0604,Low,Logistic Regression
7823-JSOAG,0.846,High,Logistic Regression
3705-RHRFR,0.1435,Low,Logistic Regression
9374-YOLBJ,0.4222,Medium,Logistic Regression
9074-KGVOX,0.2534,Low,Logistic Regression
6128-DAFVY,0.3989,Low,Logistic Regression
9933-QRGTX,0.1942,Low,Logistic Regression
4476-OSWTN,0.3103,Low,Logistic Regression
3751-KTZEL,0.7535,High,Logistic Regression
1977-STDKI,0.8671,High,Logistic Regression
5066-GFJMM,0.4486,Medium,Logistic Regression
2661-GKBTK,0.0372,Low,Logistic Regression
0458-HEUZG,0.188,Low,Logistic Regression
7268-WNTCP,0.0086,Low,Logistic Regression
0824-VWDPO,0.2785,Low,Logistic Regression
8409-WQJUX,0.437,Medium,Logistic Regression
2578-JQPHZ,0.201,Low,Logistic Regression
3278-FSIXX,0.6552,Medium,Logistic Regression
5813-UECBU,0.674,Medium,Logistic Regression
0328-GRPMV,0.8598,High,Logistic Regression
9746-UGFAC,0.102,Low,Logistic Regression
2946-KIQSP,0.3802,Low,Logistic Regression
0625-AFOHS,0.0344,Low,Logistic Regression
6726-WEXXK,0.5641,Medium,Logistic Regression
4636-OLWOE,0.0924,Low,Logistic Regression
4342-HENTK,0.8717,High,Logistic Regression
4685-ERGHK,0.4796,Medium,Logistic Regression
0885-HMGPY,0.0216,Low,Logistic Regression
5003-OKNNK,0.112,Low,Logistic Regression
4195-SMMNX,0.378,Low,Logistic Regression
7208-PSIHR,0.1949,Low,Logistic Regression
4012-ZTHBR,0.5201,Medium,Logistic Regression
0489-WMEMG,0.2572,Low,Logistic Regression
7435-ZNUYY,0.1968,Low,Logistic Regression
1354-YZFNB,0.0937,Low,Logistic Regression
6956-SMUCM,0.8001,High,Logistic Regression
2985-FMWYF,0.8824,High,Logistic Regression
2812-ENYMO,0.2554,Low,Logistic Regression
2717-HVIZY,0.2683,Low,Logistic Regression
3223-WZWJM,0.8398,High,Logistic Regression
3422-GALYP,0.8708,High,Logistic Regression
9053-JZFKV,0.1057,Low,Logistic Regression
2530-ENDWQ,0.2378,Low,Logistic Regression
2890-WFBHU,0.0661,Low,Logistic Regression
0327-WFZSY,0.5587,Medium,Logistic Regression
7977-HXJKU,0.0493,Low,Logistic Regression
6615-ZGEDR,0.3937,Low,Logistic Regression
7033-CLAMM,0.0152,Low,Logistic Regression
4023-RTIQM,0.292,Low,Logistic Regression
0864-FVJNJ,0.2426,Low,Logistic Regression
7356-IWLFW,0.4968,Medium,Logistic Regression
9541-PWTWO,0.1143,Low,Logistic Regression
3967-VQOGC,0.0135,Low,Logistic Regression
7872-RDDLZ,0.2023,Low,Logistic Regression
9250-WYPLL,0.8296,High,Logistic Regression
6308-CQRBU,0.1896,Low,Logistic Regression
2754-XBHTB,0.814,High,Logistic Regression
1597-LHYNC,0.7692,High,Logistic Regression
0186-CAERR,0.2394,Low,Logistic Regression
3043-SUDUA,0.1362,Low,Logistic Regression
5442-BHQNG,0.808,High,Logistic Regression
2169-RRLFW,0.0098,Low,Logistic Regression
5872-OEQNH,0.1737,Low,Logistic Regression
3162-KKZXO,0.619,Medium,Logistic Regression
7055-VKGDA,0.2533,Low,Logistic Regression
0754-UKWQP,0.9012,High,Logistic Regression
8873-GLDMH,0.829,High,Logistic Regression
5696-JVVQY,0.0502,Low,Logistic Regression
8946-BFWSG,0.0116,Low,Logistic Regression
7493-TPUWZ,0.8755,High,Logistic Regression
0547-HURJB,0.2262,Low,Logistic Regression
8904-OPDCK,0.3038,Low,Logistic Regression
8845-LWKGE,0.2647,Low,Logistic Regression
1577-HKTFG,0.1524,Low,Logistic Regression
8752-STIVR,0.8783,High,Logistic Regression
0691-NIKRI,0.5048,Medium,Logistic Regression
5022-JNQEQ,0.7242,High,Logistic Regression
4558-FANTW,0.5522,Medium,Logistic Regression
3249-VHRIP,0.077,Low,Logistic Regression
3736-BLEPA,0.4061,Medium,Logistic Regression
4701-LKOZD,0.0348,Low,Logistic Regression
6603-QWSPR,0.2316,Low,Logistic Regression
9921-QFQUL,0.7239,High,Logistic Regression
1929-ZCBHE,0.0907,Low,Logistic Regression
4378-MYPGO,0.1166,Low,Logistic Regression
8651-ENBZX,0.5208,Medium,Logistic Regression
4129-LYCOI,0.2207,Low,Logistic Regression
7798-JVXYM,0.6753,Medium,Logistic Regression
8647-SDTWQ,0.5285,Medium,Logistic Regression
2696-ECXKC,0.2773,Low,Logistic Regression
2081-KJSQF,0.4712,Medium,Logistic Regression
7623-TRNQN,0.5349,Medium,Logistic Regression
3323-CPBWR,0.6954,Medium,Logistic Regression
9330-IJWIO,0.8564,High,Logistic Regression
3384-CTMSF,0.786,High,Logistic Regression
0902-RFHOF,0.0599,Low,Logistic Regression
9286-DOJGF,0.6654,Medium,Logistic Regression
6048-QBXKL,0.6851,Medium,Logistic Regression
9661-MHUMO,0.5694,Medium,Logistic Regression
7718-RXDGG,0.7465,High,Logistic Regression
1025-FALIX,0.6568,Medium,Logistic Regression
3451-VAWLI,0.0263,Low,Logistic Regression
3407-QGWLG,0.3963,Low,Logistic Regression
1842-EZJMK,0.5713,Medium,Logistic Regression
2347-WKKAE,0.6919,Medium,Logistic Regression
8735-DCXNF,0.4006,Medium,Logistic Regression
3214-IYUUQ,0.1336,Low,Logistic Regression
1936-UAFEH,0.0969,Low,Logistic Regression
3587-PMCOY,0.7172,High,Logistic Regression
8079-XRJRS,0.2011,Low,Logistic Regression
1027-LKKQQ,0.0296,Low,Logistic Regression
7148-XZPHA,0.3014,Low,Logistic Regression
8073-IJDCM,0.4627,Medium,Logistic Regression
5309-TAIKL,0.5036,Medium,Logistic Regression
6856-RAURS,0.842,High,Logistic Regression
8778-LMWTJ,0.7609,High,Logistic Regression
9717-IOAAF,0.064,Low,Logistic Regression
8884-ADFVN,0.9206,High,Logistic Regression
2845-KDHVX,0.046,Low,Logistic Regression
0848-SOMKO,0.026,Low,Logistic Regression
2720-WGKHP,0.9375,High,Logistic Regression
6734-FQAJX,0.1804,Low,Logistic Regression
2869-ADAWR,0.6239,Medium,Logistic Regression
1535-VTJOQ,0.0627,Low,Logistic Regression
6368-TZZDT,0.0944,Low,Logistic Regression
0943-ZQPXH,0.6376,Medium,Logistic Regression
1293-BSEUN,0.0079,Low,Logistic Regression
9894-EZEWG,0.7818,High,Logistic Regression
1302-TPUBN,0.0091,Low,Logistic Regression
7851-FLGGQ,0.727,High,Logistic Regression
0637-UBJRP,0.6915,Medium,Logistic Regression
0940-OUQEC,0.7734,High,Logistic Regression
2378-VTKDH,0.713,High,Logistic Regression
0927-CNGRH,0.3413,Low,Logistic Regression
8608-OZTLB,0.1092,Low,Logistic Regression
2335-GSODA,0.0789,Low,Logistic Regression
1952-DVVSW,0.1712,Low,Logistic Regression
0702-PGIBZ,0.8822,High,Logistic Regression
6656-GULJQ,0.0425,Low,Logistic Regression
9853-JFZDU,0.2561,Low,Logistic Regression
1963-VAUKV,0.3803,Low,Logistic Regression
